dc,time,wm_changes,firing_count
30573,66,36,9
30574,40,12,1
30575,118,61,13
30576,40,12,1
30577,103,60,10
30578,159,24,1
30579,119,73,8
30580,84,23,8
30581,228,58,3
30582,193,38,12
30583,178,39,6
30584,139,25,6
30585,17,5,0
30586,67,36,9
30587,42,12,1
30588,115,61,12
30589,48,12,1
30590,149,60,10
30591,87,16,1
30592,110,71,8
30593,69,20,5
30594,248,58,3
30595,175,35,12
30596,71,14,1
30597,19,5,0
30598,102,52,14
30599,49,13,1
30600,96,61,6
30601,49,13,1
30602,86,60,6
30603,1069,187,1
30604,144,80,9
30605,312,75,33
30606,173,23,15
30607,142,23,14
30608,136,23,13
30609,131,23,12
30610,129,23,11
30611,123,23,10
30612,119,23,9
30613,115,23,8
30614,111,23,7
30615,109,23,6
30616,104,23,5
30617,100,23,4
30618,97,23,3
30619,76,23,2
30620,647,63,2
30621,1119,187,61
30622,353,54,15
30623,108,14,2
30624,250,38,5
30625,552,25,6
30626,18,5,0
30627,72,36,9
30628,173,28,1
30629,100,66,8
30630,86,24,7
30631,60,23,2
30632,243,50,3
30633,339,56,12
30634,745,79,14
30635,19,5,0
30636,76,41,10
30637,39,12,1
30638,116,61,14
30639,44,12,1
30640,84,53,7
30641,40,12,1
30642,113,60,11
30643,141,22,1
30644,123,78,8
30645,84,23,8
30646,304,61,3
30647,203,29,8
30648,19,5,0
30649,83,45,11
30650,39,13,1
30651,83,61,6
30652,37,13,1
30653,240,105,8
30654,104,20,4
30655,18,5,0
30656,69,38,9
30657,38,13,1
30658,235,102,8
30659,41,13,2
30660,113,20,5
30661,18,5,0
30662,67,36,9
30663,39,12,1
30664,111,61,13
30665,41,12,1
30666,108,60,10
30667,92,16,1
30668,112,71,8
30669,70,20,5
30670,331,62,6
30671,362,33,8
30672,20,5,0
30673,100,52,14
30674,41,13,1
30675,91,61,6
30676,336,61,1
30677,140,82,11
30678,145,39,16
30679,102,23,7
30680,87,23,6
30681,82,23,5
30682,77,23,4
30683,72,23,3
30684,49,12,1
30685,356,59,2
30686,515,94,34
30687,277,35,5
30688,139,19,4
30689,18,5,0
30690,70,36,9
30691,43,12,1
30692,112,61,12
30693,44,12,1
30694,117,60,10
30695,332,49,1
30696,125,77,8
30697,176,45,21
30698,87,23,4
30699,75,23,3
30700,65,23,2
30701,528,58,3
30702,699,72,17
30703,216,19,4
30704,20,5,0
30705,75,36,9
30706,44,12,1
30707,126,61,13
30708,43,12,1
30709,112,60,10
30710,135,21,1
30711,124,73,8
30712,90,23,8
30713,364,58,3
30714,454,53,20
30715,338,47,6
30716,203,19,4
30717,24,5,0
30718,76,36,9
30719,44,12,1
30720,131,61,12
30721,44,12,1
30722,133,60,10
30723,185,25,1
30724,131,73,8
30725,101,24,9
30726,702,58,3
30727,494,50,16
30728,363,38,6
30729,261,20,5
30730,21,5,0
30731,105,36,9
30732,47,12,1
30733,147,61,12
30734,45,12,1
30735,126,60,10
30736,114,15,1
30737,116,71,8
30738,75,20,5
30739,485,58,3
30740,388,38,14
30741,265,31,11
30742,34,5,0
30743,193,46,17
30744,96,29,8
30745,2570,91,12
30746,624,78,24
30747,133,14,2
30748,175,26,7
30749,397,59,18
30750,136,12,1
30751,162,23,7
30752,438,62,23
30753,150,13,1
30754,158,20,1
30755,20,5,0
30756,96,45,11
30757,46,13,1
30758,88,61,6
30759,212,32,1
30760,137,68,9
30761,103,27,9
30762,75,23,3
30763,60,23,2
30764,297,59,2
30765,276,52,13
30766,410,51,19
30767,161,14,3
30768,342,40,7
30769,40,8,5
30770,56,28,7
30771,41,13,2
30772,41,13,2
30773,1535,668,6
30774,628,5,1
30775,59,31,9
30776,286,9,1
30777,79,36,13
30778,517,69,6
30779,457,71,1
30780,28,3,0
30781,53,31,9
30782,17,5,0
30783,48,31,8
30784,35,15,1
30785,598,73,2
30786,28,3,0
30787,47,26,7
30788,669,80,6
30789,55,3,0
30790,171,52,14
30791,115,16,3
30792,56,10,1
30793,140,18,5
30794,28,5,0
30795,104,41,11
30796,109,15,1
30797,101,68,8
30798,74,21,6
30799,172,51,3
30800,100,24,5
30801,85,19,4
30802,18,5,0
30803,65,36,9
30804,40,12,1
30805,107,61,12
30806,39,12,1
30807,107,60,10
30808,84,15,1
30809,109,71,8
30810,68,20,5
30811,211,58,3
30812,128,29,8
30813,19,5,0
30814,83,45,11
30815,38,13,1
30816,83,61,6
30817,181,32,1
30818,101,68,9
30819,96,27,9
30820,71,23,3
30821,58,23,2
30822,211,59,2
30823,202,52,13
30824,207,47,15
30825,170,40,7
30826,27,6,1
30827,50,28,7
30828,39,13,2
30829,49,13,2
30830,558,158,6
30831,112,3,0
30832,54,31,9
30833,234,9,1
30834,63,34,10
30835,127,22,1
30836,715,80,4
30837,30,3,0
30838,62,31,9
30839,28,5,0
30840,56,30,8
30841,57,18,4
30842,684,85,5
30843,52,3,0
30844,46,26,7
30845,16,5,0
30846,74,30,7
30847,233,9,1
30848,1389,337,136
30849,33,9,0
30850,109,40,12
30851,165,14,1
30852,106,45,11
30853,82,32,2
30854,600,70,11
30855,110,33,1
30856,74,29,1
30857,328,72,8
30858,28,9,0
30859,78,38,11
30860,1125,27,13
30861,1066,38,9
30862,9433,102,33
30863,62,9,0
30864,99,34,8
30865,28,11,0
30866,112,37,6
30867,158,83,8
30868,22,11,0
30869,1075,179,8
30870,46,18,2
30871,193,68,23
30872,235,64,1
30873,3821,460,6
30874,910,3,0
30875,66,31,9
30876,17,5,0
30877,49,30,8
30878,39,14,1
30879,715,73,2
30880,29,3,0
30881,56,31,9
30882,606,51,4
30883,28,3,0
30884,54,31,9
30885,849,95,5
30886,28,3,0
30887,68,26,7
30888,322,49,3
30889,49,3,0
30890,171,52,14
30891,78,16,3
30892,34,10,1
30893,116,18,5
30894,18,5,0
30895,91,41,11
30896,104,15,1
30897,103,68,8
30898,76,21,6
30899,172,51,3
30900,100,24,5
30901,83,19,4
30902,17,5,0
30903,64,36,9
30904,39,12,1
30905,112,61,12
30906,41,12,1
30907,108,60,10
30908,86,15,1
30909,110,71,8
30910,69,20,5
30911,212,58,3
30912,126,29,8
30913,19,5,0
30914,82,45,11
30915,39,13,1
30916,82,61,6
30917,222,32,1
30918,102,68,9
30919,99,27,9
30920,74,23,3
30921,58,23,2
30922,213,59,2
30923,205,52,13
30924,213,47,15
30925,162,40,7
30926,27,6,1
30927,51,28,7
30928,39,13,2
30929,39,13,2
30930,492,158,6
30931,112,3,0
30932,53,31,9
30933,262,9,1
30934,67,34,10
30935,1348,197,5
30936,502,73,1
30937,28,3,0
30938,53,31,9
30939,16,5,0
30940,46,30,8
30941,37,14,1
30942,591,73,2
30943,27,3,0
30944,47,26,7
30945,302,49,3
30946,41,3,0
30947,364,94,14
30948,79,16,3
30949,34,10,1
30950,107,18,5
30951,19,5,0
30952,69,36,9
30953,50,12,1
30954,95,57,9
30955,305,42,1
30956,160,70,8
30957,239,33,13
30958,107,23,4
30959,125,23,3
30960,80,23,2
30961,322,54,3
30962,271,51,14
30963,140,19,4
30964,23,5,0
30965,94,36,9
30966,69,12,1
30967,166,61,13
30968,60,12,1
30969,157,60,10
30970,474,51,1
30971,164,76,8
30972,246,49,23
30973,114,23,5
30974,117,23,4
30975,98,23,3
30976,79,23,2
30977,459,58,3
30978,590,81,26
30979,21,5,0
30980,123,45,11
30981,62,13,1
30982,132,61,6
30983,53,13,1
30984,265,105,8
30985,55,13,2
30986,194,20,5
30987,23,5,0
30988,106,36,9
30989,50,12,1
30990,123,61,13
30991,41,12,1
30992,106,60,10
30993,161,23,1
30994,120,73,8
30995,89,23,8
30996,319,62,6
30997,253,42,12
30998,232,43,9
30999,20,5,0
31000,83,45,11
31001,42,13,1
31002,93,61,6
31003,40,13,1
31004,225,105,8
31005,44,13,2
31006,252,26,7
31007,21,5,0
31008,71,36,9
31009,42,12,1
31010,106,61,12
31011,80,12,1
31012,171,60,10
31013,296,28,1
31014,167,74,8
31015,188,34,14
31016,102,23,2
31017,413,62,6
31018,302,58,11
31019,171,25,5
31020,19,5,0
31021,70,36,9
31022,39,12,1
31023,113,61,13
31024,42,12,1
31025,112,60,10
31026,335,21,1
31027,143,76,8
31028,246,49,23
31029,104,23,5
31030,75,23,4
31031,71,23,3
31032,62,23,2
31033,348,58,3
31034,390,73,19
31035,196,19,4
31036,20,5,0
31037,69,36,9
31038,42,12,1
31039,118,61,13
31040,42,12,1
31041,113,60,10
31042,150,24,1
31043,120,73,8
31044,85,23,8
31045,302,58,3
31046,240,38,12
31047,237,39,6
31048,202,25,6
31049,19,5,0
31050,71,36,9
31051,45,12,1
31052,122,61,12
31053,51,12,1
31054,120,60,10
31055,89,16,1
31056,116,71,8
31057,83,20,5
31058,286,58,3
31059,220,35,12
31060,160,28,9
31061,21,5,0
31062,106,37,12
31063,72,22,6
31064,1207,74,7
31065,368,69,16
31066,164,24,8
31067,338,58,16
31068,125,18,2
31069,21,5,0
31070,105,52,14
31071,51,13,1
31072,93,61,6
31073,51,13,1
31074,84,60,6
31075,631,99,1
31076,122,74,9
31077,208,51,21
31078,123,23,9
31079,108,23,8
31080,103,23,7
31081,100,23,6
31082,95,23,5
31083,90,23,4
31084,87,23,3
31085,70,23,2
31086,419,63,2
31087,819,137,42
31088,250,31,5
31089,290,47,6
31090,91,24,2
31091,181,19,4
31092,18,5,0
31093,71,36,9
31094,64,12,1
31095,120,61,12
31096,43,12,1
31097,119,60,10
31098,341,21,1
31099,120,76,8
31100,192,49,23
31101,89,23,5
31102,77,23,4
31103,72,23,3
31104,64,23,2
31105,457,58,3
31106,479,91,22
31107,322,19,4
31108,20,5,0
31109,71,36,9
31110,41,12,1
31111,118,61,13
31112,42,12,1
31113,113,60,10
31114,191,14,1
31115,120,73,8
31116,86,23,8
31117,350,58,3
31118,397,47,18
31119,356,48,6
31120,301,25,6
31121,20,5,0
31122,72,36,9
31123,44,12,1
31124,117,61,12
31125,50,12,1
31126,118,60,10
31127,225,19,1
31128,118,74,8
31129,131,34,14
31130,65,23,2
31131,433,58,3
31132,367,58,12
31133,366,25,5
31134,20,5,0
31135,72,36,9
31136,45,12,1
31137,122,61,13
31138,52,12,1
31139,117,60,10
31140,338,21,1
31141,126,76,8
31142,185,49,23
31143,92,23,5
31144,80,23,4
31145,75,23,3
31146,65,23,2
31147,452,58,3
31148,494,77,20
31149,491,19,4
31150,22,5,0
31151,75,36,9
31152,42,12,1
31153,120,61,13
31154,43,12,1
31155,120,60,10
31156,194,20,1
31157,127,73,8
31158,92,23,8
31159,379,58,3
31160,393,47,20
31161,390,48,6
31162,398,25,6
31163,20,5,0
31164,72,36,9
31165,48,12,1
31166,113,61,12
31167,413,72,1
31168,133,78,8
31169,183,44,17
31170,109,23,7
31171,124,23,6
31172,93,23,5
31173,86,23,4
31174,83,23,3
31175,72,23,2
31176,508,54,3
31177,718,95,26
31178,892,25,6
31179,24,5,0
31180,78,36,9
31181,50,12,1
31182,118,61,12
31183,47,12,1
31184,131,60,10
31185,150,12,1
31186,120,71,8
31187,103,20,5
31188,506,58,3
31189,547,38,12
31190,539,38,5
31191,616,19,4
31192,22,5,0
31193,84,36,9
31194,57,12,1
31195,137,61,12
31196,46,12,1
31197,144,60,10
31198,460,56,1
31199,149,76,8
31200,100,24,7
31201,77,23,2
31202,644,58,3
31203,571,58,13
31204,719,19,4
31205,23,5,0
31206,83,36,9
31207,57,12,1
31208,151,61,13
31209,51,12,1
31210,123,60,10
31211,366,21,1
31212,125,76,8
31213,198,49,23
31214,93,23,5
31215,81,23,4
31216,77,23,3
31217,66,23,2
31218,587,58,3
31219,779,85,22
31220,1300,19,4
31221,23,5,0
31222,88,36,9
31223,50,12,1
31224,150,61,13
31225,50,12,1
31226,121,60,10
31227,217,14,1
31228,122,73,8
31229,98,23,8
31230,537,58,3
31231,489,47,22
31232,530,48,6
31233,957,25,6
31234,25,5,0
31235,85,36,9
31236,54,12,1
31237,130,61,12
31238,50,12,1
31239,122,60,10
31240,91,14,1
31241,158,71,8
31242,81,20,5
31243,526,58,3
31244,495,44,19
31245,633,55,47
31246,1071,116,31
31247,24,5,0
31248,123,37,12
31249,203,55,16
31250,259,68,35
31251,819,92,69
31252,32,6,1
31253,93,40,16
31254,445,55,6
31255,413,42,30
31256,1041,111,30
31257,77,6,1
31258,101,34,11
31259,193,55,16
31260,230,82,29
31261,2588,72,12
31262,312,27,9
31263,195,12,1
31264,635,62,21
31265,402,41,25
31266,693,78,26
31267,23,5,0
31268,119,38,13
31269,204,61,18
31270,269,87,31
31271,3279,76,9
31272,358,33,19
31273,642,71,21
31274,287,27,9
31275,684,89,31
31276,192,24,2
31277,315,38,17
31278,21,5,0
31279,101,45,11
31280,47,13,1
31281,91,61,6
31282,41,13,1
31283,369,105,11
31284,287,20,7
31285,718,58,10
31286,221,13,1
31287,444,37,5
31288,123,19,4
31289,19,5,0
31290,77,36,9
31291,44,12,1
31292,132,61,12
31293,51,12,1
31294,124,60,10
31295,468,21,1
31296,124,76,8
31297,185,49,23
31298,90,23,5
31299,74,23,4
31300,70,23,3
31301,61,23,2
31302,1062,58,3
31303,477,73,25
31304,21,5,0
31305,93,45,11
31306,48,13,1
31307,90,61,6
31308,42,13,1
31309,303,105,8
31310,43,13,2
31311,155,20,5
31312,20,5,0
31313,71,36,9
31314,42,12,1
31315,118,61,13
31316,42,12,1
31317,107,60,10
31318,207,14,1
31319,123,73,8
31320,89,23,8
31321,629,62,6
31322,454,42,12
31323,374,43,9
31324,20,5,0
31325,83,45,11
31326,42,13,1
31327,88,61,6
31328,39,13,1
31329,292,105,8
31330,43,13,2
31331,221,26,7
31332,19,5,0
31333,69,36,9
31334,43,12,1
31335,108,61,12
31336,49,12,1
31337,112,60,10
31338,141,12,1
31339,142,71,8
31340,156,20,5
31341,651,62,6
31342,432,39,12
31343,189,19,3
31344,35,5,0
31345,102,37,12
31346,252,61,18
31347,329,78,39
31348,726,92,66
31349,28,6,1
31350,74,37,15
31351,44,16,2
31352,47,19,3
31353,432,58,7
31354,906,13,1
31355,77,6,1
31356,111,52,14
31357,57,13,1
31358,93,61,6
31359,50,13,1
31360,83,60,6
31361,599,22,1
31362,110,74,9
31363,178,51,21
31364,103,23,9
31365,95,23,8
31366,92,23,7
31367,89,23,6
31368,85,23,5
31369,81,23,4
31370,77,23,3
31371,67,23,2
31372,402,62,2
31373,1033,137,42
31374,512,57,15
31375,218,15,3
31376,391,39,6
31377,248,20,5
31378,19,5,0
31379,73,36,9
31380,43,12,1
31381,113,61,12
31382,42,12,1
31383,112,60,10
31384,138,21,1
31385,116,73,8
31386,87,23,8
31387,880,58,3
31388,538,56,18
31389,481,68,12
31390,158,15,3
31391,104,19,4
31392,19,5,0
31393,72,36,9
31394,40,12,1
31395,114,61,12
31396,40,12,1
31397,115,60,10
31398,92,15,1
31399,125,71,8
31400,80,20,5
31401,1033,58,3
31402,404,41,16
31403,254,29,7
31404,632,67,24
31405,187,13,1
31406,174,20,1
31407,20,5,0
31408,121,52,14
31409,47,13,1
31410,93,61,6
31411,42,13,1
31412,83,60,6
31413,197,32,1
31414,140,68,9
31415,111,27,9
31416,77,23,3
31417,60,23,2
31418,400,63,2
31419,310,52,13
31420,447,51,19
31421,168,14,3
31422,412,40,7
31423,41,8,5
31424,56,28,7
31425,42,13,2
31426,72,13,2
31427,3933,927,6
31428,2382,5,1
31429,117,31,9
31430,531,9,1
31431,124,34,11
31432,598,30,4
31433,690,79,5
31434,30,3,0
31435,58,31,9
31436,18,5,0
31437,51,30,8
31438,62,18,4
31439,632,85,5
31440,39,3,0
31441,51,26,7
31442,17,5,0
31443,47,30,7
31444,19,7,0
31445,1269,336,136
31446,31,9,0
31447,415,68,36
31448,216,14,1
31449,92,43,7
31450,657,48,2
31451,276,14,1
31452,78,41,8
31453,430,49,2
31454,349,31,1
31455,480,32,1
31456,310,30,1
31457,455,68,10
31458,27,9,0
31459,85,40,14
31460,3894,28,14
31461,3856,42,13
31462,41539,614,266
31463,1519,507,78
31464,326,41,9
31465,251,27,4
31466,317,27,4
31467,359,24,3
31468,508,27,4
31469,629,24,3
31470,498,18,1
31471,683,27,4
31472,785,18,1
31473,824,18,1
31474,886,24,3
31475,739,21,2
31476,824,21,2
31477,798,21,2
31478,990,27,4
31479,1029,18,1
31480,949,21,2
31481,926,18,1
31482,951,18,1
31483,1078,27,4
31484,1199,27,4
31485,1177,21,2
31486,1336,18,1
31487,1208,21,2
31488,1187,18,1
31489,1223,18,1
31490,1277,18,1
31491,1243,18,1
31492,1477,18,1
31493,1376,21,2
31494,2333,24,3
31495,2374,18,1
31496,1958,18,1
31497,1624,18,1
31498,1417,18,1
31499,1865,18,1
31500,1559,18,1
31501,1844,21,2
31502,1570,18,1
31503,1551,18,1
31504,17372,1068,8
31505,1169,36,14
31506,78,31,9
31507,19,5,0
31508,52,30,8
31509,40,14,1
31510,751,73,2
31511,42,3,0
31512,83,31,9
31513,744,51,5
31514,30,3,0
31515,55,31,9
31516,3231,183,6
31517,67,3,0
31518,191,43,13
31519,177,16,3
31520,63,10,1
31521,227,18,5
31522,35,5,0
31523,164,36,9
31524,113,12,1
31525,184,57,9
31526,487,51,1
31527,189,72,8
31528,283,50,24
31529,95,23,5
31530,124,23,4
31531,95,23,3
31532,106,23,2
31533,435,54,3
31534,348,64,17
31535,182,19,4
31536,30,5,0
31537,73,36,9
31538,43,12,1
31539,135,61,13
31540,71,12,1
31541,145,60,10
31542,166,24,1
31543,120,73,8
31544,85,23,8
31545,261,58,3
31546,202,38,12
31547,193,39,6
31548,138,25,6
31549,18,5,0
31550,68,36,9
31551,41,12,1
31552,120,61,12
31553,51,12,1
31554,122,60,10
31555,87,16,1
31556,113,71,8
31557,70,20,5
31558,268,58,3
31559,180,35,12
31560,75,14,1
31561,20,5,0
31562,98,52,14
31563,48,13,1
31564,93,61,6
31565,51,13,1
31566,84,60,6
31567,966,187,1
31568,145,80,9
31569,323,75,33
31570,198,23,15
31571,154,23,14
31572,149,23,13
31573,144,23,12
31574,138,23,11
31575,137,23,10
31576,132,23,9
31577,130,23,8
31578,124,23,7
31579,122,23,6
31580,117,23,5
31581,116,23,4
31582,110,23,3
31583,87,23,2
31584,719,63,2
31585,1097,187,61
31586,416,54,15
31587,120,14,2
31588,267,38,5
31589,579,25,6
31590,20,5,0
31591,73,36,9
31592,178,28,1
31593,101,66,8
31594,88,24,7
31595,66,23,2
31596,249,50,3
31597,346,56,12
31598,748,79,14
31599,20,5,0
31600,78,41,10
31601,43,12,1
31602,116,61,14
31603,45,12,1
31604,84,53,7
31605,43,12,1
31606,124,60,11
31607,144,22,1
31608,121,78,8
31609,86,23,8
31610,352,61,3
31611,207,29,8
31612,21,5,0
31613,85,45,11
31614,44,13,1
31615,85,61,6
31616,38,13,1
31617,243,105,8
31618,112,20,4
31619,20,5,0
31620,68,38,9
31621,41,13,1
31622,237,102,8
31623,43,13,2
31624,143,20,5
31625,27,5,0
31626,90,36,9
31627,39,12,1
31628,111,61,13
31629,40,12,1
31630,123,60,10
31631,98,16,1
31632,178,71,8
31633,83,20,5
31634,361,62,6
31635,290,33,8
31636,21,5,0
31637,99,52,14
31638,41,13,1
31639,93,61,6
31640,375,61,1
31641,144,82,11
31642,158,39,16
31643,104,23,7
31644,91,23,6
31645,88,23,5
31646,84,23,4
31647,78,23,3
31648,52,12,1
31649,354,59,2
31650,525,94,34
31651,282,35,5
31652,143,19,4
31653,21,5,0
31654,70,36,9
31655,44,12,1
31656,115,61,12
31657,45,12,1
31658,118,60,10
31659,324,49,1
31660,127,77,8
31661,179,45,21
31662,88,23,4
31663,77,23,3
31664,67,23,2
31665,504,58,3
31666,429,72,17
31667,202,19,4
31668,20,5,0
31669,72,36,9
31670,43,12,1
31671,119,61,13
31672,44,12,1
31673,109,60,10
31674,143,21,1
31675,151,73,8
31676,101,23,8
31677,415,58,3
31678,431,53,20
31679,318,47,6
31680,194,19,4
31681,21,5,0
31682,71,36,9
31683,43,12,1
31684,112,61,12
31685,45,12,1
31686,118,60,10
31687,152,25,1
31688,127,73,8
31689,114,24,9
31690,464,58,3
31691,407,50,16
31692,312,38,6
31693,221,20,5
31694,20,5,0
31695,72,36,9
31696,42,12,1
31697,112,61,12
31698,42,12,1
31699,118,60,10
31700,87,15,1
31701,113,71,8
31702,75,20,5
31703,531,58,3
31704,445,38,14
31705,334,31,11
31706,36,5,0
31707,232,46,17
31708,174,29,8
31709,4941,91,12
31710,654,78,24
31711,144,14,2
31712,192,26,7
31713,422,59,18
31714,133,12,1
31715,212,23,7
31716,448,62,23
31717,140,13,1
31718,145,20,1
31719,20,5,0
31720,113,45,11
31721,51,13,1
31722,89,61,6
31723,210,32,1
31724,110,68,9
31725,101,27,9
31726,71,23,3
31727,60,23,2
31728,293,59,2
31729,315,52,13
31730,436,51,19
31731,152,14,3
31732,318,40,7
31733,41,8,5
31734,55,28,7
31735,42,13,2
31736,42,13,2
31737,2492,670,5
31738,163,5,1
31739,65,31,9
31740,18,5,0
31741,74,36,13
31742,124,25,2
31743,653,79,5
31744,27,3,0
31745,53,31,9
31746,18,5,0
31747,48,30,8
31748,58,18,4
31749,645,85,5
31750,28,3,0
31751,48,26,7
31752,18,5,0
31753,48,30,7
31754,18,7,0
31755,916,337,136
31756,2607,199,2
31757,99,40,12
31758,149,14,1
31759,96,45,11
31760,78,32,2
31761,608,70,11
31762,90,33,1
31763,72,29,1
31764,320,72,8
31765,30,9,0
31766,78,38,11
31767,983,27,13
31768,1017,38,9
31769,9852,101,33
31770,70,9,0
31771,103,34,8
31772,29,11,0
31773,203,45,6
31774,205,87,7
31775,110,45,13
31776,26,13,0
31777,1045,183,9
31778,571,324,3
31779,7621,674,205
31780,3655,753,2
31781,373,346,22
31782,246,39,9
31783,185,16,1
31784,223,22,3
31785,294,25,4
31786,392,25,4
31787,712,19,2
31788,846,22,3
31789,867,19,2
31790,681,19,2
31791,519,16,1
31792,570,16,1
31793,685,16,1
31794,611,19,2
31795,669,19,2
31796,724,16,1
31797,812,16,1
31798,725,16,1
31799,906,25,4
31800,1539,19,2
31801,1180,19,2
31802,858,16,1
31803,1021,25,4
31804,973,19,2
31805,1090,25,4
31806,1240,19,2
31807,1178,16,1
31808,1122,16,1
31809,1206,19,2
31810,1271,16,1
31811,1204,16,1
31812,1274,16,1
31813,1330,19,2
31814,1358,16,1
31815,3776,328,7
31816,179,3,0
31817,71,31,9
31818,19,5,0
31819,51,31,8
31820,37,15,1
31821,734,73,2
31822,30,3,0
31823,55,31,9
31824,644,51,4
31825,29,3,0
31826,54,31,9
31827,749,83,5
31828,29,3,0
31829,49,26,7
31830,8307,553,10
31831,286,3,0
31832,202,52,14
31833,104,16,3
31834,35,10,1
31835,161,18,5
31836,30,5,0
31837,146,41,11
31838,161,15,1
31839,151,68,8
31840,110,21,6
31841,271,51,3
31842,173,24,5
31843,144,19,4
31844,32,5,0
31845,119,36,9
31846,70,12,1
31847,218,61,12
31848,69,12,1
31849,178,60,10
31850,138,15,1
31851,136,71,8
31852,72,20,5
31853,251,58,3
31854,137,29,8
31855,20,5,0
31856,87,45,11
31857,41,13,1
31858,83,61,6
31859,188,32,1
31860,103,68,9
31861,103,27,9
31862,78,23,3
31863,59,23,2
31864,215,59,2
31865,208,52,13
31866,217,47,15
31867,209,40,7
31868,39,6,1
31869,67,28,7
31870,43,13,2
31871,40,13,2
31872,647,158,6
31873,127,3,0
31874,55,31,9
31875,245,9,1
31876,76,33,10
31877,106,22,2
31878,555,79,5
31879,27,3,0
31880,53,31,9
31881,17,5,0
31882,47,30,8
31883,57,18,4
31884,798,85,5
31885,41,3,0
31886,72,26,7
31887,23,5,0
31888,81,29,7
31889,31,7,0
31890,81,30,6
31891,37,9,0
31892,1774,285,133
31893,39,11,0
31894,229,54,14
31895,34,13,0
31896,85,40,8
31897,105,47,13
31898,29,17,0
31899,899,161,8
31900,369,283,3
31901,186,54,3
31902,216,49,1
31903,31,13,0
31904,66,40,8
31905,75,47,13
31906,24,17,0
31907,1317,242,8
31908,630,441,4
31909,374,60,6
31910,277,77,2
31911,926,652,6
31912,574,3,0
31913,59,31,9
31914,18,5,0
31915,48,30,8
31916,37,14,1
31917,654,73,2
31918,30,3,0
31919,53,31,9
31920,531,51,4
31921,28,3,0
31922,53,31,9
31923,600,76,5
31924,28,3,0
31925,46,26,7
31926,314,49,3
31927,45,3,0
31928,156,52,14
31929,76,16,3
31930,34,10,1
31931,150,18,5
31932,26,5,0
31933,114,41,11
31934,111,15,1
31935,104,68,8
31936,77,21,6
31937,173,51,3
31938,101,24,5
31939,84,19,4
31940,18,5,0
31941,65,36,9
31942,39,12,1
31943,110,61,12
31944,40,12,1
31945,106,60,10
31946,85,15,1
31947,108,71,8
31948,66,20,5
31949,209,58,3
31950,128,29,8
31951,18,5,0
31952,82,45,11
31953,39,13,1
31954,82,61,6
31955,183,32,1
31956,155,68,9
31957,143,27,9
31958,106,23,3
31959,87,23,2
31960,296,59,2
31961,349,52,13
31962,380,47,15
31963,276,40,7
31964,46,6,1
31965,107,28,7
31966,71,13,2
31967,61,13,2
31968,875,158,6
31969,156,3,0
31970,60,31,9
31971,297,9,1
31972,74,33,10
31973,124,23,2
31974,790,81,5
31975,29,3,0
31976,56,31,9
31977,18,5,0
31978,51,30,8
31979,59,18,4
31980,773,85,5
31981,41,3,0
31982,76,26,7
31983,25,5,0
31984,73,29,7
31985,2867,578,26
31986,156,3,0
31987,79,31,9
31988,27,5,0
31989,84,31,8
31990,58,15,1
31991,1017,73,2
31992,43,3,0
31993,124,31,9
31994,718,51,4
31995,42,3,0
31996,81,31,9
31997,830,75,5
31998,40,3,0
31999,72,26,7
32000,470,49,3
32001,61,3,0
32002,214,52,14
32003,119,16,3
32004,54,10,1
32005,160,18,5
32006,27,5,0
32007,134,41,11
32008,145,15,1
32009,143,68,8
32010,101,21,6
32011,264,51,3
32012,145,24,5
32013,138,19,4
32014,26,5,0
32015,99,36,9
32016,59,12,1
32017,189,61,12
32018,61,12,1
32019,209,60,10
32020,158,15,1
32021,191,71,8
32022,121,20,5
32023,438,58,3
32024,182,29,8
32025,24,5,0
32026,154,45,11
32027,55,13,1
32028,109,61,6
32029,207,32,1
32030,109,68,9
32031,112,27,9
32032,77,23,3
32033,59,23,2
32034,241,59,2
32035,250,52,13
32036,218,47,15
32037,166,40,7
32038,25,6,1
32039,49,28,7
32040,39,13,2
32041,38,13,2
32042,718,158,6
32043,162,3,0
32044,96,31,9
32045,280,9,1
32046,68,34,10
32047,135,23,2
32048,663,81,5
32049,28,3,0
32050,53,31,9
32051,18,5,0
32052,48,30,8
32053,58,18,4
32054,584,85,5
32055,30,3,0
32056,48,26,7
32057,17,5,0
32058,45,29,7
32059,18,7,0
32060,42,30,6
32061,4927,460,6
32062,166,3,0
32063,94,31,9
32064,25,5,0
32065,66,31,8
32066,45,15,1
32067,786,73,2
32068,47,3,0
32069,93,31,9
32070,778,51,4
32071,51,3,0
32072,102,31,9
32073,1059,74,5
32074,42,3,0
32075,62,26,7
32076,327,49,3
32077,50,3,0
32078,244,63,13
32079,87,16,3
32080,35,10,1
32081,123,18,5
32082,19,5,0
32083,84,36,9
32084,62,12,1
32085,119,57,9
32086,326,51,1
32087,121,72,8
32088,204,50,24
32089,92,23,5
32090,87,23,4
32091,90,23,3
32092,68,23,2
32093,334,54,3
32094,270,64,17
32095,123,19,4
32096,19,5,0
32097,70,36,9
32098,44,12,1
32099,130,61,13
32100,41,12,1
32101,114,60,10
32102,176,24,1
32103,127,73,8
32104,91,23,8
32105,363,58,3
32106,254,38,12
32107,195,39,6
32108,189,25,6
32109,29,5,0
32110,131,36,9
32111,77,12,1
32112,154,61,12
32113,55,12,1
32114,123,60,10
32115,187,28,1
32116,120,74,8
